"Zona portuaria","Sociedad Portuaria","Tipo de embalaje","Exportación","Importación","Transbordo","Tránsito Internacional","Fluvial","Cabotaje","vigencia_anno","vigencia_mes"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","6.256","1",,,,,"2.018","8"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","1.843","10.738","8.251",,,,"2.018","8"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","5.854","40","29.545",,,,"2.018","8"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","203","4","32","1.581",,,"2.018","8"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS llenos","570","3.947",,,,,"2.018","8"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS vacios",,"22",,,,,"2.018","8"
"TURBO","PROMOTORA BANANERA S.A","TEUS llenos","738",,,,,"22","2.018","8"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","12.029","15.321","97.179",,,,"2.018","8"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","4.456","9.938","22.673",,,,"2.018","8"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","9.639","2","2.795",,,,"2.018","8"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","3.814","6.316",,"14",,,"2.018","8"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","3.603","1.955","65",,,"4","2.018","8"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","14.951","15.769","26.824",,,,"2.018","8"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos",,"16",,,,,"2.018","9"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","5.070","9.896","23.789",,,,"2.018","9"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","3.858","5.739",,"14",,,"2.018","9"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"583","2.018","9"
"TURBO","PROMOTORA BANANERA S.A","TEUS llenos","718",,,,,"36","2.018","9"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"0","2.018","9"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS vacios",,"30",,,,,"2.018","9"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS llenos",,"111",,,,,"2.018","9"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","3.330","790",,,,,"2.018","9"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos",,"258",,"2",,"510","2.018","9"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios",,"266",,"20",,"513","2.018","9"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","274","2.907","2.825",,,,"2.018","9"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","13.226","25.379","35.450",,,,"2.018","9"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","12.902","16.296","101.799",,,,"2.018","9"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","5.126",,"724",,,,"2.018","9"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","4.895","103","23.969",,,,"2.018","9"
"TURBO","C.I. UNIÓN DE BANANEROS DE URABA S.A. - UNIBAN","TEUS llenos","4.971","759",,,,"50","2.018","9"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","2.332","1.984","25",,,"143","2.018","9"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","4.458","62","7.750",,,,"2.018","9"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS llenos","860","3.316",,,,,"2.018","9"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos","1","4",,,,,"2.018","9"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,,,,,"128","2.018","9"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"8",,,"17","2.018","9"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.893","2.369","591","1.805",,,"2.018","9"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","332","44","20","1.942",,,"2.018","9"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","8.848","3",,,,,"2.018","9"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","3.238","15.917",,,,,"2.018","9"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS vacios",,"59",,,,,"2.018","9"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"484","2.018","10"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","5.588","10.115","25.949",,,,"2.018","10"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","1.482","11.746","7.612",,,"10","2.018","10"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","5.143","89","8.353",,,,"2.018","10"
"TURBO","PROMOTORA BANANERA S.A","TEUS llenos","694",,,,,,"2.018","10"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","12.365","22.227","27.834",,,,"2.018","10"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos","2",,,,,,"2.018","10"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","3.907","7.051",,"7",,,"2.018","10"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.994","2.244","856","2.226",,,"2.018","10"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","6.650","9","1.786",,,"63","2.018","10"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","9.592","6",,,,,"2.018","10"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","437","44","231","1.589",,,"2.018","10"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios",,"242",,,,"382","2.018","10"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos",,"268",,,,"584","2.018","10"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","2.475","15.846",,,,,"2.018","10"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"11",,,,"80","2.018","10"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS vacios",,"209",,,,,"2.018","10"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS llenos","824","2.866",,,,,"2.018","10"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos",,"0",,,,,"2.018","10"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","12.750","18.092","108.950",,,,"2.018","10"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","2.450","1.678","101",,,"88","2.018","10"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","2.885","1.387",,,,"57","2.018","10"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","6.290","26","27.389",,,,"2.018","10"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS llenos",,"147",,,,,"2.018","10"
"TURBO","C.I. UNIÓN DE BANANEROS DE URABA S.A. - UNIBAN","TEUS llenos","5.664","1.192",,,,,"2.018","10"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"46",,,"37","2.018","10"
"TURBO","C.I. UNIÓN DE BANANEROS DE URABA S.A. - UNIBAN","TEUS llenos","5.047","1.107",,,,,"2.018","11"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"6",,,,"41","2.018","11"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","6.209","34","22.394",,,,"2.018","11"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","7.092","70","1.664",,,,"2.018","11"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","2.809","874",,,,,"2.018","11"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","12.587","17.035","29.289",,,,"2.018","11"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS vacios",,"130",,,,,"2.018","11"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","4.611","9.672","21.721",,,,"2.018","11"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","3.462","1.828","46",,,"28","2.018","11"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","5.596","209","8.282",,,,"2.018","11"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos","2","223",,,,"497","2.018","11"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","2.290","13.883",,,,,"2.018","11"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","4.304","6.963",,"44",,,"2.018","11"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","361","79","247","1.550",,,"2.018","11"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos",,"20",,,,,"2.018","11"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios",,"315",,,,"513","2.018","11"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"543","2.018","11"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","9.657","4",,,,,"2.018","11"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS llenos","214","3.353",,,,,"2.018","11"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","1.453","10.025","5.531",,,,"2.018","11"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","12.993","17.613","98.839",,,,"2.018","11"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS llenos",,"94",,,,,"2.018","11"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.566","2.455","840","3.332",,,"2.018","11"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"26",,,"53","2.018","11"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos",,"3",,,,,"2.018","11"
"TURBO","PROMOTORA BANANERA S.A","TEUS llenos","746",,,,,,"2.018","11"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","11.657","16.942","100.276",,,,"2.018","12"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos",,"4",,,,,"2.018","12"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","8.953","104",,,,,"2.018","12"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.489","2.168","355","1.911",,,"2.018","12"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"2","2",,,"70","2.018","12"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","2.794","2.214","235",,,"20","2.018","12"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","11.720","18.116","37.848",,,,"2.018","12"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","251","407","70","958",,,"2.018","12"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","3.388","944",,,,,"2.018","12"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos",,"9",,,,,"2.018","12"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS llenos",,"78",,,,,"2.018","12"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","5.958","144","21.209",,,,"2.018","12"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios",,"315",,,,"493","2.018","12"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","2.140","14.803",,,,,"2.018","12"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"604","2.018","12"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","4.280","6.083",,"21",,,"2.018","12"
"TURBO","PROMOTORA BANANERA S.A","TEUS llenos","640",,,,,,"2.018","12"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","1.638","8.750","4.456",,,,"2.018","12"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS vacios",,"54",,,,,"2.018","12"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","5.211","9.344","24.116",,,,"2.018","12"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","6.278","38","2.103",,,"196","2.018","12"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"10",,,"31","2.018","12"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","5.382","340","6.346",,,,"2.018","12"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos",,"312",,"9",,"494","2.018","12"
"TURBO","C.I. UNIÓN DE BANANEROS DE URABA S.A. - UNIBAN","TEUS llenos","3.765","729",,,,,"2.018","12"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS llenos","309","3.553",,,,,"2.018","12"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","8.895","14.230","32.019",,,,"2.019","1"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios","44","171",,,,"533","2.019","1"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","208","249",,"958",,"218","2.019","1"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos","2","136",,,,"574","2.019","1"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","4.887","9.343","25.337",,,,"2.019","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","6.662","2","1.106",,,,"2.019","1"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"2","2.019","1"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,,"6",,,"1","2.019","1"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","5.871","79","6.601",,,,"2.019","1"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","12.051","16.228","93.799",,,,"2.019","1"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","3.143","6.185",,"7",,,"2.019","1"
"TURBO","PROMOTORA BANANERA S.A","TEUS llenos","986",,,,,,"2.019","1"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"18",,,,"2.019","1"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"507","2.019","1"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS llenos","104","3.710",,,,"53","2.019","1"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.546","2.099",,"1.663",,"855","2.019","1"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","12.115",,,,,"176","2.019","1"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","7.258","88","27.783",,,,"2.019","1"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","1.761","16.765",,,,"21","2.019","1"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS vacios",,"36",,,,,"2.019","1"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos",,"1",,,,,"2.019","1"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","3.804","1.542","97",,,"165","2.019","1"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","3.175","644",,,,,"2.019","1"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS llenos",,"186",,,,,"2.019","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","1.784","9.914","3.080",,,,"2.019","1"
"TURBO","C.I. UNIÓN DE BANANEROS DE URABA S.A. - UNIBAN","TEUS llenos","4.207","1.153",,,,"64","2.019","1"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos",,"2",,,,,"2.019","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","5.576","26","894",,,,"2.019","2"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"86",,,,"2.019","2"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","5.550","9.033","22.012",,,,"2.019","2"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","10.486","17.204","27.855",,,,"2.019","2"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","3.759","1.605","81",,,,"2.019","2"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","2.662","996",,,,,"2.019","2"
"TURBO","C.I. UNIÓN DE BANANEROS DE URABA S.A. - UNIBAN","TEUS llenos","4.404","1.151",,,,,"2.019","2"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","1.539","14.263",,,,,"2.019","2"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","3.635","5.811",,"14",,,"2.019","2"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos",,"0",,,,,"2.019","2"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","10.217",,,,,,"2.019","2"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS llenos","601","2.428",,,,,"2.019","2"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"3","2.019","2"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","2.181","8.073","1.887",,,,"2.019","2"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","6.183","6","20.438",,,,"2.019","2"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS llenos",,"140",,,,,"2.019","2"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","10.624","14.692","85.638",,,,"2.019","2"
"TURBO","PROMOTORA BANANERA S.A","TEUS llenos","1.064",,,,,,"2.019","2"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS vacios",,"135",,,,,"2.019","2"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","264","54","228","2.005",,,"2.019","2"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios",,"152",,"44",,"394","2.019","2"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.843","1.981","570","1.134",,,"2.019","2"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","4.726","317","7.401",,,,"2.019","2"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"546","2.019","2"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos",,"228",,"6",,"526","2.019","2"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos",,"9",,,,,"2.019","2"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos","16","261",,,,"546","2.019","3"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","6.153","9.488","23.959",,,,"2.019","3"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS llenos",,"292",,,,,"2.019","3"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","2.458","14.908",,,,"84","2.019","3"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","11.887","17.832","106.146",,,,"2.019","3"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"26",,,,"2.019","3"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","3.209","982",,,,,"2.019","3"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","300","101","347","1.169",,,"2.019","3"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","4.168","5.657",,"3",,,"2.019","3"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS vacios",,"88",,,,,"2.019","3"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"703","2.019","3"
"TURBO","PROMOTORA BANANERA S.A","TEUS llenos","1.070",,,,,,"2.019","3"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios","426",,,,,"547","2.019","3"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS llenos","2.012","4.229",,,,,"2.019","3"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","1.376","7.952","1.996",,,,"2.019","3"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"4",,,,,"2.019","3"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","5.449","23","701",,,,"2.019","3"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos",,"0",,,,,"2.019","3"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","9.707",,,,,"664","2.019","3"
"TURBO","C.I. UNIÓN DE BANANEROS DE URABA S.A. - UNIBAN","TEUS llenos","5.190","1.240",,,,,"2.019","3"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos",,"8",,,,,"2.019","3"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","12.895","18.473","33.100",,,,"2.019","3"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","6.792","218","20.660",,,,"2.019","3"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios",,"1.970","22",,,,"2.019","3"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","4.892","533","6.840",,,,"2.019","3"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.760","2.092","454","1.616",,,"2.019","3"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"4","2.019","3"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","3.826","5.385",,"8",,,"2.019","4"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS vacios",,"240",,,,,"2.019","4"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","4.874","266","8.405",,,,"2.019","4"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"4","2.019","4"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,,"8",,,,"2.019","4"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos","4","229",,,,"533","2.019","4"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","222","87","196","41",,,"2.019","4"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","11.522","19.194","109.433",,,,"2.019","4"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS llenos","1.608","3.377",,,,,"2.019","4"
